REGION,SUBREGION,COUNTRY,ORGCD,YEAR,NATIO_ISO,Count
Europe,Western Europe,Switzerland,UNIDO,2020,CHE,6
Europe,Western Europe,Switzerland,UNITAR,2020,CHE,4
Europe,Western Europe,Switzerland,UNJSPF,2020,CHE,7
Europe,Western Europe,Switzerland,UNOPS,2020,CHE,8
Europe,Western Europe,Switzerland,UNRWA,2020,CHE,4
Europe,Western Europe,Switzerland,UNU,2020,CHE,1
Europe,Western Europe,Switzerland,UNWTO,2020,CHE,1
Europe,Western Europe,Switzerland,UPU,2020,CHE,57
Europe,Western Europe,Switzerland,WFP,2020,CHE,19
Europe,Western Europe,Switzerland,WHO,2020,CHE,137
Europe,Western Europe,Switzerland,WIPO,2020,CHE,58
Europe,Western Europe,Switzerland,WMO,2020,CHE,49
Not identified,Not identified,Not identified,UN,2020,Not identified,15
Oceania,Australia and New Zealand,Australia,CTBTO,2020,AUS,3
Oceania,Australia and New Zealand,Australia,FAO,2020,AUS,34
Oceania,Australia and New Zealand,Australia,IAEA,2020,AUS,40
Oceania,Australia and New Zealand,Australia,ICAO,2020,AUS,6
Oceania,Australia and New Zealand,Australia,IFAD,2020,AUS,5
Oceania,Australia and New Zealand,Australia,ILO,2020,AUS,14
Oceania,Australia and New Zealand,Australia,IOM,2020,AUS,58
Oceania,Australia and New Zealand,Australia,ITC,2020,AUS,6
Oceania,Australia and New Zealand,Australia,ITCILO,2020,AUS,1
Oceania,Australia and New Zealand,Australia,ITU,2020,AUS,3
Oceania,Australia and New Zealand,Australia,UN,2020,AUS,253
Oceania,Australia and New Zealand,Australia,UN WOMEN,2020,AUS,18
Oceania,Australia and New Zealand,Australia,UNAIDS,2020,AUS,8
Oceania,Australia and New Zealand,Australia,UNDP,2020,AUS,42
Oceania,Australia and New Zealand,Australia,UNESCO,2020,AUS,22
Oceania,Australia and New Zealand,Australia,UNFCCC,2020,AUS,7
Oceania,Australia and New Zealand,Australia,UNFPA,2020,AUS,12
Oceania,Australia and New Zealand,Australia,UNHCR,2020,AUS,63
Oceania,Australia and New Zealand,Australia,UNICC,2020,AUS,2
Oceania,Australia and New Zealand,Australia,UNICEF,2020,AUS,79
Oceania,Australia and New Zealand,Australia,UNJSPF,2020,AUS,3
Oceania,Australia and New Zealand,Australia,UNOPS,2020,AUS,12
Oceania,Australia and New Zealand,Australia,UNRWA,2020,AUS,11
Oceania,Australia and New Zealand,Australia,UNWTO,2020,AUS,1
Oceania,Australia and New Zealand,Australia,UPU,2020,AUS,2
Oceania,Australia and New Zealand,Australia,WFP,2020,AUS,32
Oceania,Australia and New Zealand,Australia,WHO,2020,AUS,105
Oceania,Australia and New Zealand,Australia,WIPO,2020,AUS,15
Oceania,Australia and New Zealand,Australia,WMO,2020,AUS,4
Oceania,Australia and New Zealand,New Zealand,CTBTO,2020,NZL,2
Oceania,Australia and New Zealand,New Zealand,FAO,2020,NZL,10
Oceania,Australia and New Zealand,New Zealand,IAEA,2020,NZL,4
Oceania,Australia and New Zealand,New Zealand,ICAO,2020,NZL,1
Oceania,Australia and New Zealand,New Zealand,ILO,2020,NZL,4
Oceania,Australia and New Zealand,New Zealand,IMO,2020,NZL,1
Oceania,Australia and New Zealand,New Zealand,IOM,2020,NZL,6
Oceania,Australia and New Zealand,New Zealand,ITC,2020,NZL,5
Oceania,Australia and New Zealand,New Zealand,ITU,2020,NZL,2
Oceania,Australia and New Zealand,New Zealand,UN,2020,NZL,82
Oceania,Australia and New Zealand,New Zealand,UN WOMEN,2020,NZL,2
Oceania,Australia and New Zealand,New Zealand,UNAIDS,2020,NZL,3
Oceania,Australia and New Zealand,New Zealand,UNDP,2020,NZL,14
Oceania,Australia and New Zealand,New Zealand,UNESCO,2020,NZL,4
Oceania,Australia and New Zealand,New Zealand,UNFCCC,2020,NZL,3
Oceania,Australia and New Zealand,New Zealand,UNHCR,2020,NZL,9
Oceania,Australia and New Zealand,New Zealand,UNICEF,2020,NZL,11
Oceania,Australia and New Zealand,New Zealand,UNOPS,2020,NZL,3
Oceania,Australia and New Zealand,New Zealand,UNRWA,2020,NZL,1
Oceania,Australia and New Zealand,New Zealand,UNSSC,2020,NZL,1
Oceania,Australia and New Zealand,New Zealand,WFP,2020,NZL,7
Oceania,Australia and New Zealand,New Zealand,WHO,2020,NZL,23
Oceania,Australia and New Zealand,New Zealand,WIPO,2020,NZL,3
Oceania,Melanesia,Fiji,FAO,2020,FJI,1
Oceania,Melanesia,Fiji,IFAD,2020,FJI,1
Oceania,Melanesia,Fiji,ILO,2020,FJI,16
Oceania,Melanesia,Fiji,IMO,2020,FJI,1
Oceania,Melanesia,Fiji,IOM,2020,FJI,4
Oceania,Melanesia,Fiji,ISA,2020,FJI,2
Oceania,Melanesia,Fiji,UN,2020,FJI,111
Oceania,Melanesia,Fiji,UN WOMEN,2020,FJI,16
Oceania,Melanesia,Fiji,UNAIDS,2020,FJI,3
Oceania,Melanesia,Fiji,UNDP,2020,FJI,50
Oceania,Melanesia,Fiji,UNESCO,2020,FJI,3
Oceania,Melanesia,Fiji,UNFPA,2020,FJI,18
Oceania,Melanesia,Fiji,UNICEF,2020,FJI,35
Oceania,Melanesia,Fiji,UNIDO,2020,FJI,1
Oceania,Melanesia,Fiji,WFP,2020,FJI,1
Oceania,Melanesia,Fiji,WHO,2020,FJI,30
Oceania,Melanesia,Papua New Guinea,FAO,2020,PNG,1
Oceania,Melanesia,Papua New Guinea,ILO,2020,PNG,7
Oceania,Melanesia,Papua New Guinea,IOM,2020,PNG,3
Oceania,Melanesia,Papua New Guinea,UN,2020,PNG,9
Oceania,Melanesia,Papua New Guinea,UN WOMEN,2020,PNG,12
Oceania,Melanesia,Papua New Guinea,UNAIDS,2020,PNG,2
Oceania,Melanesia,Papua New Guinea,UNDP,2020,PNG,14
Oceania,Melanesia,Papua New Guinea,UNESCO,2020,PNG,1
Oceania,Melanesia,Papua New Guinea,UNFPA,2020,PNG,9
Oceania,Melanesia,Papua New Guinea,UNICEF,2020,PNG,26
Oceania,Melanesia,Papua New Guinea,WHO,2020,PNG,24
Oceania,Melanesia,Solomon Islands,FAO,2020,SLB,1
Oceania,Melanesia,Solomon Islands,UN,2020,SLB,2
Oceania,Melanesia,Solomon Islands,UN WOMEN,2020,SLB,1
Oceania,Melanesia,Solomon Islands,UNDP,2020,SLB,6
Oceania,Melanesia,Solomon Islands,UNFPA,2020,SLB,1
Oceania,Melanesia,Solomon Islands,UNICEF,2020,SLB,8
Oceania,Melanesia,Solomon Islands,WHO,2020,SLB,3
Oceania,Melanesia,Vanuatu,FAO,2020,VUT,2
Oceania,Melanesia,Vanuatu,IOM,2020,VUT,1
Oceania,Melanesia,Vanuatu,UN,2020,VUT,2
Oceania,Melanesia,Vanuatu,UN WOMEN,2020,VUT,1
Oceania,Melanesia,Vanuatu,UNDP,2020,VUT,1
Oceania,Melanesia,Vanuatu,UNFPA,2020,VUT,2
Oceania,Melanesia,Vanuatu,UNICEF,2020,VUT,11
Oceania,Melanesia,Vanuatu,WHO,2020,VUT,7
Oceania,Melanesia,Vanuatu,WMO,2020,VUT,1
Oceania,Micronesia,Kiribati,FAO,2020,KIR,1
Oceania,Micronesia,Kiribati,UN,2020,KIR,1
Oceania,Micronesia,Kiribati,UN WOMEN,2020,KIR,1
Oceania,Micronesia,Kiribati,UNDP,2020,KIR,1
Oceania,Micronesia,Kiribati,UNFPA,2020,KIR,2
Oceania,Micronesia,Kiribati,UNICEF,2020,KIR,9
Oceania,Micronesia,Kiribati,WHO,2020,KIR,2
Oceania,Micronesia,Marshall Islands,IOM,2020,MHL,1
Oceania,Micronesia,"Micronesia, Federated States Of",IOM,2020,FSM,3
Oceania,Micronesia,"Micronesia, Federated States Of",UN,2020,FSM,1
Oceania,Micronesia,"Micronesia, Federated States Of",UNFPA,2020,FSM,2
Oceania,Micronesia,Palau,UN,2020,PLW,1
Oceania,Polynesia,Cook Islands,UNESCO,2020,COK,1
Oceania,Polynesia,Samoa,FAO,2020,WSM,2
Oceania,Polynesia,Samoa,ILO,2020,WSM,3
Oceania,Polynesia,Samoa,UN,2020,WSM,14
Oceania,Polynesia,Samoa,UN WOMEN,2020,WSM,1
Oceania,Polynesia,Samoa,UNDP,2020,WSM,24
Oceania,Polynesia,Samoa,UNESCO,2020,WSM,6
Oceania,Polynesia,Samoa,UNICEF,2020,WSM,1
Oceania,Polynesia,Samoa,WFP,2020,WSM,1
Oceania,Polynesia,Samoa,WHO,2020,WSM,9
Oceania,Polynesia,Samoa,WMO,2020,WSM,1
Oceania,Polynesia,Tonga,FAO,2020,TON,3
Oceania,Polynesia,Tonga,UN,2020,TON,5
Oceania,Polynesia,Tonga,UNFPA,2020,TON,1
Oceania,Polynesia,Tonga,WHO,2020,TON,3
Oceania,Polynesia,Tuvalu,FAO,2020,TUV,1
Oceania,Polynesia,Tuvalu,UN,2020,TUV,1
Asia,Southern Asia,Afghanistan,CTBTO,2021,AFG,1
Asia,Southern Asia,Afghanistan,UNHCR,2021,AFG,208
Asia,Southern Asia,Afghanistan,UNICC,2021,AFG,1
Asia,Southern Asia,Afghanistan,ICJ,2021,AFG,1
Asia,Southern Asia,Afghanistan,UN,2021,AFG,822
Asia,Southern Asia,Afghanistan,UNDP,2021,AFG,83
Asia,Southern Asia,Afghanistan,UNESCO,2021,AFG,12
Asia,Southern Asia,Afghanistan,UNIDO,2021,AFG,2
Asia,Southern Asia,Afghanistan,UNITAR,2021,AFG,1
Asia,Southern Asia,Afghanistan,UNDP,2021,AFG,3
Asia,Southern Asia,Afghanistan,UN WOMEN,2021,AFG,22
Asia,Southern Asia,Afghanistan,WFP,2021,AFG,210
Asia,Southern Asia,Afghanistan,WHO,2021,AFG,92
Asia,Southern Asia,Afghanistan,WIPO,2021,AFG,1
Europe,Southern Europe,Albania,CTBTO,2021,ALB,1
Europe,Southern Europe,Albania,UNHCR,2021,ALB,17
Europe,Southern Europe,Albania,ITCILO,2021,ALB,1
Europe,Southern Europe,Albania,IFAD,2021,ALB,1
Europe,Southern Europe,Albania,UNJSPF,2021,ALB,1
Europe,Southern Europe,Albania,UN,2021,ALB,40
Europe,Southern Europe,Albania,UNDP,2021,ALB,24
Europe,Southern Europe,Albania,UNESCO,2021,ALB,2
Europe,Southern Europe,Albania,UNIDO,2021,ALB,3
Europe,Southern Europe,Albania,UN WOMEN,2021,ALB,7
Europe,Southern Europe,Albania,WHO,2021,ALB,13
Europe,Southern Europe,Albania,WIPO,2021,ALB,2
Africa,Northern Africa,Algeria,CTBTO,2021,DZA,2
Africa,Northern Africa,Algeria,UNHCR,2021,DZA,64
Africa,Northern Africa,Algeria,ICAO,2021,DZA,1
Africa,Northern Africa,Algeria,ITCILO,2021,DZA,1
Africa,Northern Africa,Algeria,ICJ,2021,DZA,1
Africa,Northern Africa,Algeria,ICSC,2021,DZA,1
Africa,Northern Africa,Algeria,IFAD,2021,DZA,3
Africa,Northern Africa,Algeria,IMO,2021,DZA,1
Africa,Northern Africa,Algeria,UN,2021,DZA,69
Africa,Northern Africa,Algeria,UNDP,2021,DZA,31
Africa,Northern Africa,Algeria,UNESCO,2021,DZA,22
Africa,Northern Africa,Algeria,UNIDO,2021,DZA,6
Africa,Northern Africa,Algeria,UNITAR,2021,DZA,1
Africa,Northern Africa,Algeria,UNDP,2021,DZA,1
Africa,Northern Africa,Algeria,UN WOMEN,2021,DZA,1
Africa,Northern Africa,Algeria,WFP,2021,DZA,19
Africa,Northern Africa,Algeria,WHO,2021,DZA,28
Africa,Northern Africa,Algeria,WIPO,2021,DZA,8
Africa,Northern Africa,Algeria,UNWTO,2021,DZA,2
Americas,Latin America and the Caribbean,Argentina,CTBTO,2021,ARG,3
Americas,Latin America and the Caribbean,Argentina,UNHCR,2021,ARG,40
Americas,Latin America and the Caribbean,Argentina,ICAO,2021,ARG,4
Americas,Latin America and the Caribbean,Argentina,ITCILO,2021,ARG,2
Americas,Latin America and the Caribbean,Argentina,UNICC,2021,ARG,2
Americas,Latin America and the Caribbean,Argentina,ICJ,2021,ARG,1
Americas,Latin America and the Caribbean,Argentina,IFAD,2021,ARG,12
Americas,Latin America and the Caribbean,Argentina,IMO,2021,ARG,2
Americas,Latin America and the Caribbean,Argentina,UNRWA,2021,ARG,1
Americas,Latin America and the Caribbean,Argentina,UN,2021,ARG,176
Americas,Latin America and the Caribbean,Argentina,UNDP,2021,ARG,1
Americas,Latin America and the Caribbean,Argentina,UNDP,2021,ARG,63
Americas,Latin America and the Caribbean,Argentina,UNESCO,2021,ARG,33
Americas,Latin America and the Caribbean,Argentina,UNIDO,2021,ARG,5
Americas,Latin America and the Caribbean,Argentina,UN WOMEN,2021,ARG,3
Americas,Latin America and the Caribbean,Argentina,WHO,2021,ARG,18
Americas,Latin America and the Caribbean,Argentina,WIPO,2021,ARG,10
Americas,Latin America and the Caribbean,Argentina,UNWTO,2021,ARG,2
Oceania,Australia and New Zealand,Australia,CTBTO,2021,AUS,3
Oceania,Australia and New Zealand,Australia,UNHCR,2021,AUS,70
Oceania,Australia and New Zealand,Australia,ICAO,2021,AUS,6
Oceania,Australia and New Zealand,Australia,UNICC,2021,AUS,2
Oceania,Australia and New Zealand,Australia,IFAD,2021,AUS,4
Oceania,Australia and New Zealand,Australia,UNJSPF,2021,AUS,3
Oceania,Australia and New Zealand,Australia,UNRWA,2021,AUS,7
Oceania,Australia and New Zealand,Australia,UN,2021,AUS,260
Oceania,Australia and New Zealand,Australia,UNDP,2021,AUS,1
Oceania,Australia and New Zealand,Australia,UNDP,2021,AUS,39
Oceania,Australia and New Zealand,Australia,UNESCO,2021,AUS,21
Oceania,Australia and New Zealand,Australia,WHO,2021,AUS,3
Oceania,Australia and New Zealand,Australia,UNDP,2021,AUS,1
Oceania,Australia and New Zealand,Australia,UN WOMEN,2021,AUS,15
Oceania,Australia and New Zealand,Australia,WHO,2021,AUS,107
Oceania,Australia and New Zealand,Australia,WIPO,2021,AUS,16
Europe,Western Europe,Austria,CTBTO,2021,AUT,48
Europe,Western Europe,Austria,UNHCR,2021,AUT,20
Europe,Western Europe,Austria,ICAO,2021,AUT,2
Europe,Western Europe,Austria,IFAD,2021,AUT,3
Europe,Western Europe,Austria,JIU,2021,AUT,1
Europe,Western Europe,Austria,UNRWA,2021,AUT,2
Europe,Western Europe,Austria,UN,2021,AUT,354
Europe,Western Europe,Austria,UNDP,2021,AUT,9
Europe,Western Europe,Austria,UNESCO,2021,AUT,9
Europe,Western Europe,Austria,UNIDO,2021,AUT,163
Europe,Western Europe,Austria,UNDP,2021,AUT,2
Europe,Western Europe,Austria,UN WOMEN,2021,AUT,4
Europe,Western Europe,Austria,WHO,2021,AUT,9
Europe,Western Europe,Austria,WIPO,2021,AUT,3
Europe,Western Europe,Austria,UNWTO,2021,AUT,2
Americas,Latin America and the Caribbean,Barbados,UN,2021,BRB,32
Americas,Latin America and the Caribbean,Barbados,UNDP,2021,BRB,16
Americas,Latin America and the Caribbean,Barbados,UNESCO,2021,BRB,2
Americas,Latin America and the Caribbean,Barbados,UN WOMEN,2021,BRB,7
Oceania,Micronesia,Palau,UN,2021,PLW,1
Europe,Western Europe,Belgium,CTBTO,2021,BEL,1
Europe,Western Europe,Belgium,UNHCR,2021,BEL,53
Europe,Western Europe,Belgium,ICAO,2021,BEL,4
Europe,Western Europe,Belgium,ITCILO,2021,BEL,3
Europe,Western Europe,Belgium,UNICC,2021,BEL,5
Europe,Western Europe,Belgium,ICJ,2021,BEL,7
Europe,Western Europe,Belgium,IFAD,2021,BEL,6
Europe,Western Europe,Belgium,IMO,2021,BEL,1
Europe,Western Europe,Belgium,JIU,2021,BEL,1
Europe,Western Europe,Belgium,UNJSPF,2021,BEL,5
Europe,Western Europe,Belgium,UNRWA,2021,BEL,4
Europe,Western Europe,Belgium,UN,2021,BEL,218
Europe,Western Europe,Belgium,UNDP,2021,BEL,2
Europe,Western Europe,Belgium,UNDP,2021,BEL,30
Europe,Western Europe,Belgium,UNESCO,2021,BEL,18
Europe,Western Europe,Belgium,UNIDO,2021,BEL,4
Europe,Western Europe,Belgium,WHO,2021,BEL,1
Europe,Western Europe,Belgium,UNDP,2021,BEL,3
Europe,Western Europe,Belgium,UN WOMEN,2021,BEL,7
Europe,Western Europe,Belgium,WHO,2021,BEL,57
Europe,Western Europe,Belgium,WIPO,2021,BEL,11
Asia,Southern Asia,Bhutan,UNHCR,2021,BTN,1
Asia,Southern Asia,Bhutan,UNJSPF,2021,BTN,2
Asia,Southern Asia,Bhutan,UN,2021,BTN,36
Asia,Southern Asia,Bhutan,UNDP,2021,BTN,1
Asia,Southern Asia,Bhutan,UNDP,2021,BTN,34
Asia,Southern Asia,Bhutan,WFP,2021,BTN,11
Asia,Southern Asia,Bhutan,WHO,2021,BTN,27
Asia,Southern Asia,Bhutan,WIPO,2021,BTN,1
Americas,Latin America and the Caribbean,Bolivia,UNHCR,2021,BOL,1
Americas,Latin America and the Caribbean,Bolivia,ICAO,2021,BOL,3
Americas,Latin America and the Caribbean,Bolivia,ITCILO,2021,BOL,1
Americas,Latin America and the Caribbean,Bolivia,IFAD,2021,BOL,5
Americas,Latin America and the Caribbean,Bolivia,UN,2021,BOL,44
Americas,Latin America and the Caribbean,Bolivia,UNDP,2021,BOL,1
Americas,Latin America and the Caribbean,Bolivia,UNDP,2021,BOL,19
Americas,Latin America and the Caribbean,Bolivia,UNESCO,2021,BOL,3
Americas,Latin America and the Caribbean,Bolivia,UNIDO,2021,BOL,1
Americas,Latin America and the Caribbean,Bolivia,UNDP,2021,BOL,1
Americas,Latin America and the Caribbean,Bolivia,UN WOMEN,2021,BOL,3
Americas,Latin America and the Caribbean,Bolivia,WFP,2021,BOL,3
Americas,Latin America and the Caribbean,Bolivia,WHO,2021,BOL,4
Americas,Latin America and the Caribbean,Bolivia,WIPO,2021,BOL,1
Africa,Sub-Saharan Africa,Botswana,CTBTO,2021,BWA,1
Africa,Sub-Saharan Africa,Botswana,IFAD,2021,BWA,1
Africa,Sub-Saharan Africa,Botswana,UN,2021,BWA,22
Africa,Sub-Saharan Africa,Botswana,UNDP,2021,BWA,22
Africa,Sub-Saharan Africa,Botswana,UNESCO,2021,BWA,3
Africa,Sub-Saharan Africa,Botswana,WHO,2021,BWA,15
Americas,Latin America and the Caribbean,Brazil,CTBTO,2021,BRA,2
Americas,Latin America and the Caribbean,Brazil,UNHCR,2021,BRA,82
Americas,Latin America and the Caribbean,Brazil,ICAO,2021,BRA,12
Americas,Latin America and the Caribbean,Brazil,ICJ,2021,BRA,1
Americas,Latin America and the Caribbean,Brazil,ICSC,2021,BRA,1
Americas,Latin America and the Caribbean,Brazil,IFAD,2021,BRA,10
Americas,Latin America and the Caribbean,Brazil,IFAD,2021,BRA,1
Americas,Latin America and the Caribbean,Brazil,IMO,2021,BRA,4
Americas,Latin America and the Caribbean,Brazil,UNJSPF,2021,BRA,3
Americas,Latin America and the Caribbean,Brazil,UNRWA,2021,BRA,1
Americas,Latin America and the Caribbean,Brazil,UN,2021,BRA,217
Americas,Latin America and the Caribbean,Brazil,UNDP,2021,BRA,62
Americas,Latin America and the Caribbean,Brazil,UNESCO,2021,BRA,40
Americas,Latin America and the Caribbean,Brazil,UNIDO,2021,BRA,4
Americas,Latin America and the Caribbean,Brazil,WHO,2021,BRA,4
Americas,Latin America and the Caribbean,Brazil,UNDP,2021,BRA,1
Americas,Latin America and the Caribbean,Brazil,UN WOMEN,2021,BRA,16
Americas,Latin America and the Caribbean,Brazil,WFP,2021,BRA,5
Americas,Latin America and the Caribbean,Brazil,WHO,2021,BRA,34
Americas,Latin America and the Caribbean,Brazil,WIPO,2021,BRA,9
Europe,Eastern Europe,Bulgaria,CEB,2021,BGR,1
Europe,Eastern Europe,Bulgaria,CTBTO,2021,BGR,1
Europe,Eastern Europe,Bulgaria,UNHCR,2021,BGR,24
Europe,Eastern Europe,Bulgaria,IMO,2021,BGR,2
Europe,Eastern Europe,Bulgaria,UNJSPF,2021,BGR,1
Europe,Eastern Europe,Bulgaria,UN,2021,BGR,76
Europe,Eastern Europe,Bulgaria,UNDP,2021,BGR,8
Europe,Eastern Europe,Bulgaria,UNESCO,2021,BGR,7
Europe,Eastern Europe,Bulgaria,UNIDO,2021,BGR,3
Europe,Eastern Europe,Bulgaria,UNITAR,2021,BGR,1
Europe,Eastern Europe,Bulgaria,WHO,2021,BGR,2
Europe,Eastern Europe,Bulgaria,UN WOMEN,2021,BGR,1
Europe,Eastern Europe,Bulgaria,WHO,2021,BGR,13
Europe,Eastern Europe,Bulgaria,WIPO,2021,BGR,3
Asia,South-eastern Asia,Myanmar,CTBTO,2021,MMR,2
Asia,South-eastern Asia,Myanmar,UNHCR,2021,MMR,87
Asia,South-eastern Asia,Myanmar,UNICC,2021,MMR,2
Asia,South-eastern Asia,Myanmar,UNJSPF,2021,MMR,1
Asia,South-eastern Asia,Myanmar,UN,2021,MMR,77
Asia,South-eastern Asia,Myanmar,UNDP,2021,MMR,1
Asia,South-eastern Asia,Myanmar,UNDP,2021,MMR,53
Asia,South-eastern Asia,Myanmar,UNESCO,2021,MMR,1
Asia,South-eastern Asia,Myanmar,UNITAR,2021,MMR,1
Asia,South-eastern Asia,Myanmar,UNDP,2021,MMR,1
Asia,South-eastern Asia,Myanmar,UN WOMEN,2021,MMR,14
Asia,South-eastern Asia,Myanmar,WFP,2021,MMR,226
Asia,South-eastern Asia,Myanmar,WHO,2021,MMR,61
Asia,South-eastern Asia,Myanmar,WIPO,2021,MMR,3
Africa,Sub-Saharan Africa,Burundi,UNHCR,2021,BDI,131
Africa,Sub-Saharan Africa,Burundi,ICAO,2021,BDI,1
Africa,Sub-Saharan Africa,Burundi,IFAD,2021,BDI,5
Africa,Sub-Saharan Africa,Burundi,UN,2021,BDI,101
Africa,Sub-Saharan Africa,Burundi,UNDP,2021,BDI,55
Africa,Sub-Saharan Africa,Burundi,UNESCO,2021,BDI,10
Africa,Sub-Saharan Africa,Burundi,UNDP,2021,BDI,3
Africa,Sub-Saharan Africa,Burundi,UN WOMEN,2021,BDI,8
Africa,Sub-Saharan Africa,Burundi,WFP,2021,BDI,93
Africa,Sub-Saharan Africa,Burundi,WHO,2021,BDI,41
Asia,South-eastern Asia,Cambodia,UNHCR,2021,KHM,2
Asia,South-eastern Asia,Cambodia,ICAO,2021,KHM,1
Asia,South-eastern Asia,Cambodia,IFAD,2021,KHM,1
Asia,South-eastern Asia,Cambodia,UNJSPF,2021,KHM,2
Asia,South-eastern Asia,Cambodia,UN,2021,KHM,60
Asia,South-eastern Asia,Cambodia,UNDP,2021,KHM,45
Asia,South-eastern Asia,Cambodia,UNESCO,2021,KHM,14
Asia,South-eastern Asia,Cambodia,UNIDO,2021,KHM,1
Asia,South-eastern Asia,Cambodia,UNDP,2021,KHM,1
Asia,South-eastern Asia,Cambodia,UN WOMEN,2021,KHM,1
Asia,South-eastern Asia,Cambodia,WFP,2021,KHM,54
Asia,South-eastern Asia,Cambodia,WHO,2021,KHM,32
Asia,South-eastern Asia,Cambodia,WIPO,2021,KHM,3
Asia,South-eastern Asia,Cambodia,UNWTO,2021,KHM,1
Africa,Sub-Saharan Africa,Republic Of Cameroon,CTBTO,2021,CMR,2
Africa,Sub-Saharan Africa,Republic Of Cameroon,UNHCR,2021,CMR,229
Africa,Sub-Saharan Africa,Republic Of Cameroon,ICAO,2021,CMR,1
Africa,Sub-Saharan Africa,Republic Of Cameroon,UNICC,2021,CMR,1
Africa,Sub-Saharan Africa,Republic Of Cameroon,ICJ,2021,CMR,3
Africa,Sub-Saharan Africa,Republic Of Cameroon,IFAD,2021,CMR,8
Africa,Sub-Saharan Africa,Republic Of Cameroon,IMO,2021,CMR,1
Africa,Sub-Saharan Africa,Republic Of Cameroon,UNJSPF,2021,CMR,1
Africa,Sub-Saharan Africa,Republic Of Cameroon,UN,2021,CMR,253
Africa,Sub-Saharan Africa,Republic Of Cameroon,UNDP,2021,CMR,2
Africa,Sub-Saharan Africa,Republic Of Cameroon,UNDP,2021,CMR,71
Africa,Sub-Saharan Africa,Republic Of Cameroon,UNESCO,2021,CMR,36
Africa,Sub-Saharan Africa,Republic Of Cameroon,UNIDO,2021,CMR,3
Africa,Sub-Saharan Africa,Republic Of Cameroon,WHO,2021,CMR,1
Africa,Sub-Saharan Africa,Republic Of Cameroon,UNDP,2021,CMR,3
Africa,Sub-Saharan Africa,Republic Of Cameroon,UN WOMEN,2021,CMR,8
Africa,Sub-Saharan Africa,Republic Of Cameroon,WFP,2021,CMR,112
Africa,Sub-Saharan Africa,Republic Of Cameroon,WHO,2021,CMR,71
Africa,Sub-Saharan Africa,Republic Of Cameroon,WIPO,2021,CMR,6
Africa,Sub-Saharan Africa,Republic Of Cameroon,UNWTO,2021,CMR,1
Americas,Northern America,Canada,CEB,2021,CAN,1
Americas,Northern America,Canada,CTBTO,2021,CAN,8
Americas,Northern America,Canada,UNHCR,2021,CAN,140
Americas,Northern America,Canada,ICAO,2021,CAN,296
Americas,Northern America,Canada,ITCILO,2021,CAN,3
Americas,Northern America,Canada,UNICC,2021,CAN,4
Americas,Northern America,Canada,ICJ,2021,CAN,5
Americas,Northern America,Canada,ICSC,2021,CAN,3
Americas,Northern America,Canada,IFAD,2021,CAN,22
Americas,Northern America,Canada,IMO,2021,CAN,5
Americas,Northern America,Canada,UNJSPF,2021,CAN,13
Americas,Northern America,Canada,UNRWA,2021,CAN,15
Americas,Northern America,Canada,UN,2021,CAN,609
Americas,Northern America,Canada,UNDP,2021,CAN,2
Americas,Northern America,Canada,UNDP,2021,CAN,90
Americas,Northern America,Canada,UNESCO,2021,CAN,42
Americas,Northern America,Canada,UNITAR,2021,CAN,2
Americas,Northern America,Canada,WHO,2021,CAN,7
Americas,Northern America,Canada,UNDP,2021,CAN,2
Americas,Northern America,Canada,UN WOMEN,2021,CAN,23
Americas,Northern America,Canada,WHO,2021,CAN,123
Americas,Northern America,Canada,WIPO,2021,CAN,30
Americas,Northern America,Canada,UNWTO,2021,CAN,1
Africa,Sub-Saharan Africa,Central African Republic,UNHCR,2021,CAF,108
Africa,Sub-Saharan Africa,Central African Republic,UN,2021,CAF,600
Africa,Sub-Saharan Africa,Central African Republic,UNDP,2021,CAF,53
Africa,Sub-Saharan Africa,Central African Republic,UNDP,2021,CAF,2
Africa,Sub-Saharan Africa,Central African Republic,WFP,2021,CAF,76
Africa,Sub-Saharan Africa,Central African Republic,WHO,2021,CAF,31
Asia,Southern Asia,Sri Lanka,CTBTO,2021,LKA,2
Asia,Southern Asia,Sri Lanka,UNHCR,2021,LKA,31
Asia,Southern Asia,Sri Lanka,ICAO,2021,LKA,2
Asia,Southern Asia,Sri Lanka,UNICC,2021,LKA,1
Asia,Southern Asia,Sri Lanka,ICSC,2021,LKA,1
Asia,Southern Asia,Sri Lanka,IFAD,2021,LKA,1
Asia,Southern Asia,Sri Lanka,IMO,2021,LKA,2
Asia,Southern Asia,Sri Lanka,UNJSPF,2021,LKA,5
Asia,Southern Asia,Sri Lanka,UN,2021,LKA,91
Asia,Southern Asia,Sri Lanka,UNDP,2021,LKA,44
Asia,Southern Asia,Sri Lanka,UNESCO,2021,LKA,1
Asia,Southern Asia,Sri Lanka,UNIDO,2021,LKA,3
Asia,Southern Asia,Sri Lanka,UNDP,2021,LKA,2
Asia,Southern Asia,Sri Lanka,UN WOMEN,2021,LKA,3
Asia,Southern Asia,Sri Lanka,WFP,2021,LKA,30
Asia,Southern Asia,Sri Lanka,WHO,2021,LKA,54
Asia,Southern Asia,Sri Lanka,WIPO,2021,LKA,3
Africa,Sub-Saharan Africa,Chad,UNHCR,2021,TCD,243
Africa,Sub-Saharan Africa,Chad,UN,2021,TCD,32
Africa,Sub-Saharan Africa,Chad,UNDP,2021,TCD,38
